epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,28.5296,0.44581,0.93959,1.03031,1,1,0.995,0.94006,0.48196,2.03433,1.0033,0.000222224,0.000222224,0.000222224
36,29.4048,0.52369,0.99012,1.10878,1,1,0.995,0.94006,0.48196,2.03433,1.0033,0.0002149,0.0002149,0.0002149
37,30.1592,0.49779,0.84327,1.02854,1,1,0.995,0.8955,0.50716,2.02687,1.00298,0.000206784,0.000206784,0.000206784
38,30.859,0.61114,0.91455,1.16794,1,1,0.995,0.8955,0.50716,2.02687,1.00298,0.000197876,0.000197876,0.000197876
39,31.6523,0.47828,0.84773,1.0128,1,1,0.995,0.8955,0.55477,1.94699,1.04983,0.000188176,0.000188176,0.000188176
40,32.3935,0.42652,0.79244,0.96442,1,1,0.995,0.8955,0.55477,1.94699,1.04983,0.000177684,0.000177684,0.000177684
41,40.2587,0.40647,1.24947,1.02355,1,1,0.995,0.8955,0.60416,1.84538,1.10523,0.0001664,0.0001664,0.0001664
42,41.1148,0.49164,1.54445,1.12635,1,1,0.995,0.8955,0.60416,1.84538,1.10523,0.000154324,0.000154324,0.000154324
43,42.1042,0.42417,1.1934,0.91592,1,1,0.995,0.8955,0.58415,1.85073,1.08646,0.000141456,0.000141456,0.000141456
44,42.798,0.35394,1.02029,0.81312,1,1,0.995,0.8955,0.58415,1.85073,1.08646,0.000127796,0.000127796,0.000127796
45,43.729,0.33019,1.05141,0.96111,1,1,0.995,0.94006,0.5506,1.9128,1.07131,0.000113344,0.000113344,0.000113344
46,44.6342,0.45798,1.23322,1.03741,1,1,0.995,0.94006,0.5506,1.9128,1.07131,9.81e-05,9.81e-05,9.81e-05
47,45.479,0.40026,1.09756,1.00657,1,1,0.995,0.90728,0.54072,1.94593,1.08568,8.2064e-05,8.2064e-05,8.2064e-05
48,46.2443,0.44719,1.09373,1.01931,1,1,0.995,0.90728,0.54072,1.94593,1.08568,6.5236e-05,6.5236e-05,6.5236e-05
49,47.0079,0.40885,1.13735,1.0553,1,1,0.995,0.87936,0.58199,1.9578,1.10609,4.7616e-05,4.7616e-05,4.7616e-05
50,47.7016,0.38617,1.16858,0.95936,1,1,0.995,0.87936,0.58199,1.9578,1.10609,2.9204e-05,2.9204e-05,2.9204e-05
1,3.09524,0.84725,2.56868,1.34275,0,0,0,0,0.76767,3.01799,1.4545,0,0,0
2,3.72217,1.09829,2.96601,1.59544,0,0,0,0,0.78637,3.0234,1.47356,1.9604e-05,1.9604e-05,1.9604e-05
3,4.32358,1.04802,2.72801,1.55991,0,0,0,0,0.80186,3.03243,1.48686,3.8416e-05,3.8416e-05,3.8416e-05
4,4.91919,0.92994,2.72186,1.5321,0,0,0,0,0.82062,3.04285,1.50192,5.6436e-05,5.6436e-05,5.6436e-05
5,5.50532,0.93645,2.68218,1.39212,0,0,0,0,0.83453,3.05279,1.52898,7.3664e-05,7.3664e-05,7.3664e-05
6,6.27045,0.91587,2.57802,1.39437,0,0,0,0,0.61443,2.96155,1.29574,9.01e-05,9.01e-05,9.01e-05
7,7.07324,0.81842,2.87497,1.51313,0,0,0,0,0.5801,2.96212,1.19441,0.000105744,0.000105744,0.000105744
8,7.96528,0.71123,2.48772,1.26596,0,0,0,0,0.64116,2.91129,1.22987,0.000120596,0.000120596,0.000120596
9,9.06352,0.82049,2.17829,1.30547,0,0,0,0,0.69876,2.92894,1.23976,0.000134656,0.000134656,0.000134656
10,9.88186,0.79022,1.97351,1.31089,0,0,0,0,0.57295,2.85456,1.2089,0.000147924,0.000147924,0.000147924
11,10.6647,0.69489,1.7971,1.15955,0,0,0,0,0.59326,2.8176,1.22016,0.0001604,0.0001604,0.0001604
12,11.4891,0.79451,1.68153,1.19436,0,0,0,0,0.58909,2.72405,1.23207,0.000172084,0.000172084,0.000172084
13,12.3675,0.67814,1.51938,1.12126,0,0,0,0,0.60129,2.63259,1.23771,0.000182976,0.000182976,0.000182976
14,13.1698,0.68387,1.37039,1.21753,1,0.33333,0.66665,0.59999,0.63345,2.62296,1.2037,0.000193076,0.000193076,0.000193076
15,13.9759,0.63019,1.14109,1.10448,1,0.33333,0.66665,0.59999,0.61907,2.59537,1.18371,0.000202384,0.000202384,0.000202384
16,14.8684,0.60951,1.30387,1.22622,1,0.33333,0.66665,0.59999,0.71463,2.58747,1.26049,0.0002109,0.0002109,0.0002109
17,15.6954,0.72326,1.03953,1.14954,0,0,0,0,0.83169,2.69816,1.33391,0.000218624,0.000218624,0.000218624
18,16.6967,0.79763,1.07997,1.22137,0,0,0,0,0.83169,2.69816,1.33391,0.000225556,0.000225556,0.000225556
19,17.6195,0.53191,0.97024,1.01649,0,0,0,0,0.85819,2.76336,1.37399,0.000231696,0.000231696,0.000231696
20,18.5176,0.58786,0.98608,1.13751,0,0,0,0,0.85819,2.76336,1.37399,0.000237044,0.000237044,0.000237044
21,19.6773,0.63697,0.94209,1.07327,0,0,0,0,0.74928,2.8243,1.33978,0.0002416,0.0002416,0.0002416
22,20.4817,0.57859,0.95504,1.11644,0,0,0,0,0.74928,2.8243,1.33978,0.000245364,0.000245364,0.000245364
23,21.4208,0.55076,1.08419,1.08131,0,0,0,0,0.70525,2.81731,1.21905,0.000248336,0.000248336,0.000248336
24,22.2534,0.70571,1.10504,1.25437,0,0,0,0,0.70525,2.81731,1.21905,0.000250516,0.000250516,0.000250516
25,23.0856,0.56754,1.03745,1.03715,0,0,0,0,0.71112,2.70905,1.24181,0.000251904,0.000251904,0.000251904
26,23.8759,0.51777,0.95486,1.12907,0,0,0,0,0.71112,2.70905,1.24181,0.0002525,0.0002525,0.0002525
27,24.7412,0.67658,1.01428,1.19218,0,0,0,0,0.66912,2.50087,1.17517,0.000252304,0.000252304,0.000252304
28,25.5006,0.54869,1.24327,1.06583,0,0,0,0,0.66912,2.50087,1.17517,0.000251316,0.000251316,0.000251316
29,26.4361,0.51916,0.88058,1.06446,1,0.66667,0.8333,0.7668,0.57312,2.2987,1.12959,0.000249536,0.000249536,0.000249536
30,27.3502,0.48177,0.84026,0.9969,1,0.66667,0.8333,0.7668,0.57312,2.2987,1.12959,0.000246964,0.000246964,0.000246964
31,28.2642,0.4916,0.88671,1.02128,1,1,0.995,0.96222,0.50425,2.13837,1.07672,0.0002436,0.0002436,0.0002436
32,29.1887,0.53866,0.86188,1.01734,1,1,0.995,0.96222,0.50425,2.13837,1.07672,0.000239444,0.000239444,0.000239444
33,30.2627,0.52758,0.96929,1.03772,1,1,0.995,0.94006,0.4865,2.02974,1.03524,0.000234496,0.000234496,0.000234496
34,31.2177,0.53218,0.94254,1.00943,1,1,0.995,0.94006,0.4865,2.02974,1.03524,0.000228756,0.000228756,0.000228756
35,32.2073,0.44581,0.93959,1.03031,1,1,0.995,0.94006,0.48196,2.03433,1.0033,0.000222224,0.000222224,0.000222224
36,33.0314,0.52369,0.99012,1.10878,1,1,0.995,0.94006,0.48196,2.03433,1.0033,0.0002149,0.0002149,0.0002149
37,33.8822,0.49779,0.84327,1.02854,1,1,0.995,0.8955,0.50716,2.02687,1.00298,0.000206784,0.000206784,0.000206784
38,34.6925,0.61114,0.91455,1.16794,1,1,0.995,0.8955,0.50716,2.02687,1.00298,0.000197876,0.000197876,0.000197876
39,35.5665,0.47828,0.84773,1.0128,1,1,0.995,0.8955,0.55477,1.94699,1.04983,0.000188176,0.000188176,0.000188176
40,36.373,0.42652,0.79244,0.96442,1,1,0.995,0.8955,0.55477,1.94699,1.04983,0.000177684,0.000177684,0.000177684
41,44.2021,0.40647,1.24947,1.02355,1,1,0.995,0.8955,0.60416,1.84538,1.10523,0.0001664,0.0001664,0.0001664
42,45.114,0.49164,1.54445,1.12635,1,1,0.995,0.8955,0.60416,1.84538,1.10523,0.000154324,0.000154324,0.000154324
43,46.0421,0.42417,1.1934,0.91592,1,1,0.995,0.8955,0.58415,1.85073,1.08646,0.000141456,0.000141456,0.000141456
44,47.2071,0.35394,1.02029,0.81312,1,1,0.995,0.8955,0.58415,1.85073,1.08646,0.000127796,0.000127796,0.000127796
45,48.1684,0.33019,1.05141,0.96111,1,1,0.995,0.94006,0.5506,1.9128,1.07131,0.000113344,0.000113344,0.000113344
46,49.089,0.45798,1.23322,1.03741,1,1,0.995,0.94006,0.5506,1.9128,1.07131,9.81e-05,9.81e-05,9.81e-05
47,49.9407,0.40026,1.09756,1.00657,1,1,0.995,0.90728,0.54072,1.94593,1.08568,8.2064e-05,8.2064e-05,8.2064e-05
48,50.6715,0.44719,1.09373,1.01931,1,1,0.995,0.90728,0.54072,1.94593,1.08568,6.5236e-05,6.5236e-05,6.5236e-05
49,51.5186,0.40885,1.13735,1.0553,1,1,0.995,0.87936,0.58199,1.9578,1.10609,4.7616e-05,4.7616e-05,4.7616e-05
50,52.2725,0.38617,1.16858,0.95936,1,1,0.995,0.87936,0.58199,1.9578,1.10609,2.9204e-05,2.9204e-05,2.9204e-05
1,2.42149,0.84725,2.56868,1.34275,0,0,0,0,0.76767,3.01799,1.4545,0,0,0
2,3.0105,1.09829,2.96601,1.59544,0,0,0,0,0.78637,3.0234,1.47356,1.9604e-05,1.9604e-05,1.9604e-05
3,3.66876,1.04802,2.72801,1.55991,0,0,0,0,0.80186,3.03243,1.48686,3.8416e-05,3.8416e-05,3.8416e-05
4,4.25944,0.92994,2.72186,1.5321,0,0,0,0,0.82062,3.04285,1.50192,5.6436e-05,5.6436e-05,5.6436e-05
5,4.86854,0.93645,2.68218,1.39212,0,0,0,0,0.83453,3.05279,1.52898,7.3664e-05,7.3664e-05,7.3664e-05
6,5.70502,0.91587,2.57802,1.39437,0,0,0,0,0.61443,2.96155,1.29574,9.01e-05,9.01e-05,9.01e-05
7,6.58549,0.81842,2.87497,1.51313,0,0,0,0,0.5801,2.96212,1.19441,0.000105744,0.000105744,0.000105744
8,7.75383,0.71123,2.48772,1.26596,0,0,0,0,0.64116,2.91129,1.22987,0.000120596,0.000120596,0.000120596
9,8.55448,0.82049,2.17829,1.30547,0,0,0,0,0.69876,2.92894,1.23976,0.000134656,0.000134656,0.000134656
10,9.33638,0.79022,1.97351,1.31089,0,0,0,0,0.57295,2.85456,1.2089,0.000147924,0.000147924,0.000147924
11,10.1389,0.69489,1.7971,1.15955,0,0,0,0,0.59326,2.8176,1.22016,0.0001604,0.0001604,0.0001604
12,10.9127,0.79451,1.68153,1.19436,0,0,0,0,0.58909,2.72405,1.23207,0.000172084,0.000172084,0.000172084
13,11.6878,0.67814,1.51938,1.12126,0,0,0,0,0.60129,2.63259,1.23771,0.000182976,0.000182976,0.000182976
14,12.4861,0.68387,1.37039,1.21753,1,0.33333,0.66665,0.59999,0.63345,2.62296,1.2037,0.000193076,0.000193076,0.000193076
15,13.2655,0.63019,1.14109,1.10448,1,0.33333,0.66665,0.59999,0.61907,2.59537,1.18371,0.000202384,0.000202384,0.000202384
16,14.041,0.60951,1.30387,1.22622,1,0.33333,0.66665,0.59999,0.71463,2.58747,1.26049,0.0002109,0.0002109,0.0002109
17,14.8292,0.72326,1.03953,1.14954,0,0,0,0,0.83169,2.69816,1.33391,0.000218624,0.000218624,0.000218624
18,15.5102,0.79763,1.07997,1.22137,0,0,0,0,0.83169,2.69816,1.33391,0.000225556,0.000225556,0.000225556
19,16.2343,0.53191,0.97024,1.01649,0,0,0,0,0.85819,2.76336,1.37399,0.000231696,0.000231696,0.000231696
20,17.2068,0.58786,0.98608,1.13751,0,0,0,0,0.85819,2.76336,1.37399,0.000237044,0.000237044,0.000237044
21,17.956,0.63697,0.94209,1.07327,0,0,0,0,0.74928,2.8243,1.33978,0.0002416,0.0002416,0.0002416
22,18.6542,0.57859,0.95504,1.11644,0,0,0,0,0.74928,2.8243,1.33978,0.000245364,0.000245364,0.000245364
23,19.4467,0.55076,1.08419,1.08131,0,0,0,0,0.70525,2.81731,1.21905,0.000248336,0.000248336,0.000248336
24,20.2107,0.70571,1.10504,1.25437,0,0,0,0,0.70525,2.81731,1.21905,0.000250516,0.000250516,0.000250516
25,21.267,0.56754,1.03745,1.03715,0,0,0,0,0.71112,2.70905,1.24181,0.000251904,0.000251904,0.000251904
26,21.9599,0.51777,0.95486,1.12907,0,0,0,0,0.71112,2.70905,1.24181,0.0002525,0.0002525,0.0002525
27,22.7248,0.67658,1.01428,1.19218,0,0,0,0,0.66912,2.50087,1.17517,0.000252304,0.000252304,0.000252304
28,23.4687,0.54869,1.24327,1.06583,0,0,0,0,0.66912,2.50087,1.17517,0.000251316,0.000251316,0.000251316
29,24.243,0.51916,0.88058,1.06446,1,0.66667,0.8333,0.7668,0.57312,2.2987,1.12959,0.000249536,0.000249536,0.000249536
30,24.9526,0.48177,0.84026,0.9969,1,0.66667,0.8333,0.7668,0.57312,2.2987,1.12959,0.000246964,0.000246964,0.000246964
31,25.9463,0.4916,0.88671,1.02128,1,1,0.995,0.96222,0.50425,2.13837,1.07672,0.0002436,0.0002436,0.0002436
32,26.7294,0.53866,0.86188,1.01734,1,1,0.995,0.96222,0.50425,2.13837,1.07672,0.000239444,0.000239444,0.000239444
33,27.5725,0.52758,0.96929,1.03772,1,1,0.995,0.94006,0.4865,2.02974,1.03524,0.000234496,0.000234496,0.000234496
34,28.3487,0.53218,0.94254,1.00943,1,1,0.995,0.94006,0.4865,2.02974,1.03524,0.000228756,0.000228756,0.000228756
35,29.1882,0.44581,0.93959,1.03031,1,1,0.995,0.94006,0.48196,2.03433,1.0033,0.000222224,0.000222224,0.000222224
36,29.8886,0.52369,0.99012,1.10878,1,1,0.995,0.94006,0.48196,2.03433,1.0033,0.0002149,0.0002149,0.0002149
37,30.6629,0.49779,0.84327,1.02854,1,1,0.995,0.8955,0.50716,2.02687,1.00298,0.000206784,0.000206784,0.000206784
38,31.3873,0.61114,0.91455,1.16794,1,1,0.995,0.8955,0.50716,2.02687,1.00298,0.000197876,0.000197876,0.000197876
39,32.1776,0.47828,0.84773,1.0128,1,1,0.995,0.8955,0.55477,1.94699,1.04983,0.000188176,0.000188176,0.000188176
40,32.9332,0.42652,0.79244,0.96442,1,1,0.995,0.8955,0.55477,1.94699,1.04983,0.000177684,0.000177684,0.000177684
41,41.1263,0.40647,1.24947,1.02355,1,1,0.995,0.8955,0.60416,1.84538,1.10523,0.0001664,0.0001664,0.0001664
42,42.2667,0.49164,1.54445,1.12635,1,1,0.995,0.8955,0.60416,1.84538,1.10523,0.000154324,0.000154324,0.000154324
43,43.3106,0.42417,1.1934,0.91592,1,1,0.995,0.8955,0.58415,1.85073,1.08646,0.000141456,0.000141456,0.000141456
44,44.1053,0.35394,1.02029,0.81312,1,1,0.995,0.8955,0.58415,1.85073,1.08646,0.000127796,0.000127796,0.000127796
45,44.9346,0.33019,1.05141,0.96111,1,1,0.995,0.94006,0.5506,1.9128,1.07131,0.000113344,0.000113344,0.000113344
46,45.8058,0.45798,1.23322,1.03741,1,1,0.995,0.94006,0.5506,1.9128,1.07131,9.81e-05,9.81e-05,9.81e-05
47,46.7404,0.40026,1.09756,1.00657,1,1,0.995,0.90728,0.54072,1.94593,1.08568,8.2064e-05,8.2064e-05,8.2064e-05
48,47.528,0.44719,1.09373,1.01931,1,1,0.995,0.90728,0.54072,1.94593,1.08568,6.5236e-05,6.5236e-05,6.5236e-05
49,48.4174,0.40885,1.13735,1.0553,1,1,0.995,0.87936,0.58199,1.9578,1.10609,4.7616e-05,4.7616e-05,4.7616e-05
50,49.2041,0.38617,1.16858,0.95936,1,1,0.995,0.87936,0.58199,1.9578,1.10609,2.9204e-05,2.9204e-05,2.9204e-05
1,3.44578,0.84725,2.56868,1.34275,0,0,0,0,0.76767,3.01799,1.4545,0,0,0
2,4.07765,1.09829,2.96601,1.59544,0,0,0,0,0.78637,3.0234,1.47356,1.9604e-05,1.9604e-05,1.9604e-05
3,4.66926,1.04802,2.72801,1.55991,0,0,0,0,0.80186,3.03243,1.48686,3.8416e-05,3.8416e-05,3.8416e-05
4,5.24854,0.92994,2.72186,1.5321,0,0,0,0,0.82062,3.04285,1.50192,5.6436e-05,5.6436e-05,5.6436e-05
5,5.86449,0.93645,2.68218,1.39212,0,0,0,0,0.83453,3.05279,1.52898,7.3664e-05,7.3664e-05,7.3664e-05
6,6.58311,0.91587,2.57802,1.39437,0,0,0,0,0.61443,2.96155,1.29574,9.01e-05,9.01e-05,9.01e-05
7,7.39481,0.81842,2.87497,1.51313,0,0,0,0,0.5801,2.96212,1.19441,0.000105744,0.000105744,0.000105744
8,8.21749,0.71123,2.48772,1.26596,0,0,0,0,0.64116,2.91129,1.22987,0.000120596,0.000120596,0.000120596
9,9.2252,0.82049,2.17829,1.30547,0,0,0,0,0.69876,2.92894,1.23976,0.000134656,0.000134656,0.000134656
